i,ids,86224,62598,34010,63711,95532,47245,19525,41999,95480,16080,50052,41864,88694,61671,14823,24332,19782,82046,94127,91220,57880,82702,71015,31678,61406,36847,39856,19564,66657,48052,93306
0,'86224',3.943845754074573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.734375,3.703125,1.0,3.308544158935547,4.9637451171875,2.875,2.0,3.2734375,4.25,4.125,3.0,0.0,0,1.5,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0
1,'62598',0.0,4.1194567289203405,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.625,4.7734375,2.5,4.5,3.9984130859375,3.814453125,3.875,3.80859375,3.75,1.0,0.0,0.0,0,3.5,3.5,0.0,2.0,4.375,2.5,0.0,0.0,2.625
2,'34010',0.0,0.0,2.255487322807312,0.0,0.0,0.0,0.0,0.0,1.125,1.0,3.875,2.0,1.75,4.390625,1.9521484375,2.25,1.5,2.5,1.0,2.25,0.0,0,1.0,2.5,0.0,2.5,0.0,1.0,0.0,2.125,0.0
3,'63711',0.0,0.0,0.0,3.1163021475076675,0.0,0.0,0.0,0.0,1.125,2.0,2.0625,0.5,2.455078125,3.5078125,2.037109375,1.5,0.0,2.1875,2.0,1.625,0.0,0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,1.875,2.0
4,'95532',0.0,0.0,0.0,0.0,3.760509490966797,0.0,0.0,0.0,2.75,1.5,4.0,2.5,3.875,4.78515625,2.5625,2.75,2.5,3.75,1.5,2.0,0.0,0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,1.5,0.0
5,'47245',0.0,0.0,0.0,0.0,0.0,3.0678566694259644,0.0,0.0,0.5,2.0,2.625,3.0,2.94140625,2.5,1.183837890625,0.5,0.0,2.75,1.125,1.3125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,'19525',0.0,0.0,0.0,0.0,0.0,0.0,1.393035888671875,0.0,0.75,1.375,2.5625,0.0,0.75,1.2421875,3.53125,1.0,0.75,1.9375,0.875,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
7,'41999',0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5771484375,0.0,1.25,2.25,0.0,0.875,1.71875,2.25,2.5,0.75,0.5,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0
8,'95480',2.75,3.0,1.125,1.125,2.75,0.5,0.75,0.0,3.0308003099635243,0.0,0.0,0.0,1.703125,3.640625,1.61004638671875,3.0,3.125,2.0,1.5,0.5,2.75,0,0.0,2.0,0.0,1.25,2.5,0.5,0.0,0.5,2.5
9,'16080',3.734375,4.625,1.0,2.0,1.5,2.0,1.375,1.25,0.0,2.8014255384914577,0.0,0.0,2.296875,4.341796875,2.080078125,3.375,1.9921875,2.8125,2.625,0.0,1.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0
10,'50052',3.703125,4.7734375,3.875,2.0625,4.0,2.625,2.5625,2.25,0.0,0.0,3.7417271002376253,0.0,3.6704559326171875,4.43701171875,3.825927734375,3.96875,4.2890625,4.21875,1.75,3.25,3.5625,0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
11,'41864',1.0,2.5,2.0,0.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,4.043792724609375,2.65625,4.078125,3.5,0.75,0.5,2.5,0.0,1.125,0.0,0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0
12,'88694',3.308544158935547,4.5,1.75,2.455078125,3.875,2.94140625,0.75,0.875,1.703125,2.296875,3.6704559326171875,2.65625,2.170315434648126,0.0,0.0,2.583984375,3.810546875,1.71875,1.8291015625,3.375,1.5,0,3.25,1.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0
13,'61671',4.9637451171875,3.9984130859375,4.390625,3.5078125,4.78515625,2.5,1.2421875,1.71875,3.640625,4.341796875,4.43701171875,4.078125,0.0,3.9681986064673436,0.0,3.3359375,3.6804733276367188,4.498046875,1.4140625,3.8125,4.1644287109375,0,2.5,4.25,0.0,2.4375,3.375,4.375,0.0,2.0,3.84375
14,'14823',2.875,3.814453125,1.9521484375,2.037109375,2.5625,1.183837890625,3.53125,2.25,1.61004638671875,2.080078125,3.825927734375,3.5,0.0,0.0,3.53744830477418,2.734375,2.0546875,3.119384765625,1.40625,1.6640625,2.3125,0,1.0,0.0,0.0,2.0,2.5,1.0,0.0,2.29296875,1.0
15,'24332',2.0,3.875,2.25,1.5,2.75,0.5,1.0,2.5,3.0,3.375,3.96875,0.75,2.583984375,3.3359375,2.734375,2.69943106174469,0.0,0.0,0.0,0.0,1.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0
16,'19782',3.2734375,3.80859375,1.5,0.0,2.5,0.0,0.75,0.75,3.125,1.9921875,4.2890625,0.5,3.810546875,3.6804733276367188,2.0546875,0.0,2.8242483354376873,0.0,0.0,0.0,2.3125,0,3.5,0.0,0.0,0.0,2.5,0.0,0.0,1.5,1.5
17,'82046',4.25,3.75,2.5,2.1875,3.75,2.75,1.9375,0.5,2.0,2.8125,4.21875,2.5,1.71875,4.498046875,3.119384765625,0.0,0.0,2.1515838112682104,0.0,0.0,1.0,0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,1.5,0.0
18,'94127',4.125,1.0,1.0,2.0,1.5,1.125,0.875,0.0,1.5,2.625,1.75,0.0,1.8291015625,1.4140625,1.40625,0.0,0.0,0.0,1.331293702125549,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
19,'91220',3.0,0.0,2.25,1.625,2.0,1.3125,0.0,0.0,0.5,0.0,3.25,1.125,3.375,3.8125,1.6640625,0.0,0.0,0.0,0.0,2.33843994140625,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0
20,'57880',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.0,3.5625,0.0,1.5,4.1644287109375,2.3125,1.5,2.3125,1.0,1.0,3.0,3.9458107948303223,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,3.25
21,'82702',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,'71015',1.5,3.5,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,2.75,2.5,3.25,2.5,1.0,0.0,3.5,0.0,0.0,0.0,0.0,0,3.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,'31678',0.0,3.5,2.5,2.5,0.0,0.0,0.0,0.0,2.0,3.5,0.0,0.0,1.5,4.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,'61406',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
25,'36847',0.0,2.0,2.5,0.0,2.5,0.0,0.5,0.0,1.25,0.0,0.0,0.0,0.0,2.4375,2.0,0.0,0.0,2.0,0.0,0.0,1.5,0,0.0,0.0,0.0,2.53125,0.0,0.0,0.0,0.0,0.0
26,'39856',0.0,4.375,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,0.0,2.5,0.0,3.375,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.1875,0.0,0.0,0.0,0.0
27,'19564',3.75,2.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,4.375,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.578125,0.0,0.0,0.0
28,'66657',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
29,'48052',0.0,0.0,2.125,1.875,1.5,0.0,0.0,0.0,0.5,1.5,2.0,0.5,0.0,2.0,2.29296875,1.75,1.5,1.5,0.0,1.25,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.365234375,0.0
30,'93306',0.0,2.625,0.0,2.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,3.84375,1.0,0.0,1.5,0.0,0.0,0.0,3.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.734375
